1:	0.3	1.0	-0.01492391056197575	0.014923910561975768	0.02984782112395152	0.7851544435339517
2:	0.3	1.2	-0.01836567307304675	0.018365673073046755	0.03673134614609351	0.9568963019680576
3:	0.3	1.4	-0.02180782963090775	0.021807829630907733	0.04361565926181549	1.132814273764507
4:	0.3	1.5999999999999999	-0.02525023178347175	0.02525023178347176	0.050500463566943515	1.311430942438016
5:	0.3	1.7999999999999998	-0.028692797371624626	0.028692797371624577	0.0573855947432492	1.4918865873006206
6:	0.3	1.9999999999999998	-0.03213547719883707	0.03213547719883706	0.06427095439767413	1.6736638145986824
7:	0.3	2.1999999999999997	-0.0355782400147845	0.035578240014784435	0.07115648002956892	1.8564207879333356
8:	0.3	2.3999999999999995	-0.039021065015537336	0.03902106501553733	0.07804213003107466	2.0399015473103854
9:	0.3	2.5999999999999996	-0.042463937814921755	0.04246393781492166	0.08492787562984341	2.223944215129643
10:	0.3	2.8	-0.04590684814684115	0.045906848146841074	0.09181369629368222	2.4084568612160884
11:	0.3	2.9999999999999996	-0.04934978848881676	0.04934978848881674	0.09869957697763351	2.5933358398214628
12:	0.3	3.1999999999999993	-0.052792753202813826	0.05279275320281378	0.10558550640562761	2.7785148542181473
13:	0.3	3.3999999999999995	-0.05623573797991308	0.056235737979913124	0.1124714759598262	2.9639427586982863
14:	0.3	3.5999999999999996	-0.05967873947043874	0.05967873947043877	0.1193574789408775	3.1495794531556345
15:	0.3	3.7999999999999994	-0.06312175503109285	0.0631217550310928	0.12624351006218565	3.33539304634157
16:	0.3	3.999999999999999	-0.06656478254807499	0.06656478254807498	0.13312956509614998	3.5213578518464135
17:	0.3	4.199999999999999	-0.07000782031081847	0.07000782031081842	0.1400156406216369	3.7074529449348312
18:	0.3	4.3999999999999995	-0.07345086692021292	0.07345086692021296	0.14690173384042587	3.893661105033583
19:	0.3	4.6	-0.07689392122080266	0.0768939212208026	0.15378784244160526	4.079968028617533
20:	0.3	4.799999999999999	-0.0803369822499581	0.08033698224995801	0.1606739644999161	4.266361735020523
21:	0.3	4.999999999999999	-0.08378004919926199	0.08378004919926194	0.16756009839852393	4.452832112090447
22:	0.3	5.199999999999999	-0.08722312138481743	0.08722312138481736	0.17444624276963477	4.639370564683191
23:	0.3	5.399999999999999	-0.0906661982241613	0.09066619822416126	0.18133239644832255	4.825969739785456
24:	0.3	5.599999999999999	-0.09410927921813145	0.09410927921813131	0.18821855843626276	5.012623309430817
25:	0.3	5.799999999999999	-0.09755236393648842	0.09755236393648829	0.19510472787297672	5.199325797691252
26:	0.3	5.999999999999999	-0.10099545200641696	0.10099545200641709	0.20199090401283404	5.386072441629771
27:	0.3	6.199999999999999	-0.10443854310325448	0.1044385431032546	0.20887708620650908	5.572859078671522
28:	0.3	6.399999999999999	-0.1078816369429602	0.1078816369429602	0.2157632738859204	5.759682054708288
29:	0.3	6.599999999999999	-0.11132473327595407	0.111324733275954	0.2226494665519081	5.946538148609782
30:	0.3	6.799999999999999	-0.11476783188204472	0.11476783188204477	0.2295356637640895	6.133424509818253
31:	0.5	1.0	-0.013405272702109006	0.013405272702109004	0.02681054540421801	0.7789034108108733
32:	0.5	1.2	-0.016844561096620244	0.01684456109662023	0.033689122193240474	0.9287588469976606
33:	0.5	1.4	-0.020284958398931727	0.020284958398931734	0.04056991679786346	1.0874949851679756
34:	0.5	1.5999999999999999	-0.023726045298168186	0.023726045298168207	0.04745209059633639	1.2525134824049375
35:	0.5	1.7999999999999998	-0.027167590298895466	0.027167590298895445	0.05433518059779091	1.4220336601780785
36:	0.5	1.9999999999999998	-0.03060945512174459	0.030609455121744584	0.061218910243489175	1.5948386470626699
37:	0.5	2.1999999999999997	-0.03405155206505855	0.03405155206505856	0.06810310413011711	1.7701015068497963
38:	0.5	2.3999999999999995	-0.03749382281351058	0.03749382281351055	0.07498764562702112	1.9472590455291983
39:	0.5	2.5999999999999996	-0.04093622709631179	0.04093622709631177	0.08187245419262357	2.125897755920116
40:	0.5	2.8	-0.04437873614737461	0.04437873614737454	0.08875747229474915	2.3057148380965216
41:	0.5	2.9999999999999996	-0.04782132895270759	0.047821328952707604	0.0956426579054152	2.4864859659683494
42:	0.5	3.1999999999999993	-0.05126398975333272	0.05126398975333272	0.10252797950666544	2.668040300868346
43:	0.5	3.3999999999999995	-0.054706706510873955	0.054706706510873955	0.10941341302174791	2.850240606720566
44:	0.5	3.5999999999999996	-0.05814946987064363	0.058149469870643664	0.1162989397412873	3.0329937630950807
45:	0.5	3.7999999999999994	-0.06159227245322663	0.06159227245322656	0.1231845449064532	3.216210588848618
46:	0.5	3.999999999999999	-0.06503510835922885	0.06503510835922881	0.13007021671845764	3.399835912183375
47:	0.5	4.199999999999999	-0.06847797281592785	0.06847797281592785	0.1369559456318557	3.5837898067020597
48:	0.5	4.3999999999999995	-0.07192086192054795	0.07192086192054793	0.1438417238410959	3.7680415257213924
49:	0.5	4.6	-0.07536377245067649	0.07536377245067646	0.15072754490135296	3.9525536015299148
50:	0.5	4.799999999999999	-0.07880670172219097	0.078806701722191	0.15761340344438196	4.137294630947134
51:	0.5	4.999999999999999	-0.08224964748136124	0.08224964748136127	0.1644992949627225	4.322238092223301
52:	0.5	5.199999999999999	-0.0856926078219048	0.0856926078219048	0.1713852156438096	4.507361428909971
53:	0.5	5.399999999999999	-0.08913558112051423	0.0891355811205142	0.17827116224102843	4.692636575328334
54:	0.5	5.599999999999999	-0.09257856598622649	0.09257856598622653	0.18515713197245304	4.87806554114044
